iter	Logloss
266	0.2198140913
267	0.2193552594
268	0.2191430251
269	0.218675077
270	0.2181195289
271	0.2177195599
272	0.2176031872
273	0.2171215471
274	0.2164970941
275	0.2161030541
276	0.2156734222
277	0.2152790083
278	0.2148027988
279	0.214254337
280	0.21397537
281	0.2135376724
282	0.2131133285
283	0.2128441542
284	0.212519945
285	0.2118806783
286	0.21144834
287	0.2111959201
288	0.2105957174
289	0.2101674742
290	0.2099403729
291	0.2096009761
292	0.2093076405
293	0.2088290986
294	0.2083588003
295	0.2079014461
296	0.2075253178
297	0.20698015
298	0.2065509097
299	0.2063049174
300	0.2056135892
301	0.2053208234
302	0.2049927328
303	0.2045481803
304	0.2040686591
305	0.2034258314
306	0.2028634106
307	0.2025047845
308	0.2020728023
309	0.20184579
310	0.2014716025
311	0.2010133047
312	0.2005452142
313	0.2001463313
314	0.1999016031
315	0.1995830558
316	0.1992486978
317	0.1986525368
318	0.1983065522
319	0.1980081957
320	0.1977225875
321	0.1974589149
322	0.1970707683
323	0.1965774483
324	0.1962532925
325	0.1959925577
326	0.1956150229
327	0.1951953973
328	0.1946239138
329	0.1942127277
330	0.1940161973
331	0.1937662701
332	0.193425805
333	0.1931238876
334	0.1927294737
335	0.1924170869
336	0.1920454989
337	0.191963543
338	0.1916536311
339	0.1913732041
340	0.1911086947
341	0.1908314192
342	0.1905725361
343	0.1900567819
344	0.1899393053
345	0.1895464404
346	0.1892613307
347	0.1891650419
348	0.1889126398
349	0.1886252511
350	0.1882892551
351	0.1879808744
352	0.1876885003
353	0.1873619765
354	0.1870379632
355	0.1867841723
356	0.1862980632
357	0.1858804318
358	0.1853642325
359	0.1847085318
360	0.1840633361
361	0.1836039878
362	0.1831372683
363	0.1827858354
364	0.1826484351
365	0.1821820004
366	0.181741739
367	0.1814850815
368	0.1812253438
369	0.1806637954
370	0.1803404409
371	0.1800215019
372	0.179766892
373	0.179597158
374	0.1792827415
375	0.1788152563
376	0.1785505689
377	0.1781158981
378	0.1775091788
379	0.177123062
380	0.1768269845
381	0.1766380034
382	0.1764230094
383	0.176209778
384	0.1759317725
385	0.1756306206
386	0.1753781473
387	0.1750995543
388	0.1747610655
389	0.1744966985
390	0.1740392019
391	0.1738148069
392	0.1735662329
393	0.1732975215
394	0.1729667245
395	0.1726743683
396	0.1724163576
397	0.1721789116
398	0.1719238566
399	0.1717191538
400	0.1711552908
401	0.1710119259
402	0.1706593179
403	0.1704329821
404	0.1701025768
405	0.1697169942
406	0.1693278149
407	0.169115545
408	0.168791407
409	0.1685429576
410	0.1682924429
411	0.1679470815
412	0.1676078093
413	0.167470587
414	0.167232874
415	0.1669933982
416	0.1666707024
417	0.166282271
418	0.1660492406
419	0.1657277556
420	0.1652099182
421	0.1649179537
422	0.1646871845
423	0.164370667
424	0.1641618513
425	0.1639143989
426	0.1637324686
427	0.1635328758
428	0.1631844698
429	0.1628653349
430	0.1625954484
431	0.1623766264
432	0.1621775677
433	0.1621343553
434	0.1619552559
435	0.1617188248
436	0.1615273688
437	0.1611491574
438	0.1608519582
439	0.1604960563
440	0.1602660171
441	0.1599934065
442	0.1598125979
443	0.1594227064
444	0.1592167929
445	0.159026512
446	0.1588448844
447	0.1584773737
448	0.158243275
449	0.1577864906
450	0.1573260562
451	0.1569278321
452	0.1565556743
453	0.156220248
454	0.1558801925
455	0.1555090674
456	0.155258339
457	0.1549633476
458	0.1546765464
459	0.1544427861
460	0.1543536014
461	0.1541373788
462	0.1539468665
463	0.1536460707
464	0.1533843745
465	0.1530726821
466	0.1527784741
467	0.1526196189
468	0.1524250827
469	0.1521872094
470	0.1519772542
471	0.1516008589
472	0.1513547775
473	0.151146763
474	0.1510212741
475	0.150763032
476	0.1504920773
477	0.1501554936
478	0.1500012499
479	0.1497264671
480	0.149468225
481	0.1491352736
482	0.1488069425
483	0.1484181995
484	0.1479326602
485	0.1476862762
486	0.147462896
487	0.1472471809
488	0.1470392376
489	0.1468891335
490	0.1465242936
491	0.1463206947
492	0.146149011
493	0.1458585866
494	0.1455952345
495	0.1452331899
496	0.1449361599
497	0.1446982153
498	0.1444236551
499	0.1442049754
500	0.1438978144
501	0.143755491
502	0.1433689558
503	0.1432729786
504	0.1429637255
505	0.1427981756
506	0.1425507856
507	0.142204258
508	0.1419511793
509	0.1416176314
510	0.1414355586
511	0.141215508
512	0.1410617005
513	0.1408335754
514	0.1406236735
515	0.1403672742
516	0.1402298383
517	0.1399575749
518	0.1397796239
519	0.1395532348
520	0.1393576837
521	0.1390472376
522	0.138769063
523	0.13848325
524	0.1383164004
525	0.1382424211
526	0.1380706306
527	0.138014928
528	0.1377389078
529	0.1376206566
530	0.1374546616
531	0.1372498876
532	0.1370074207
533	0.1365987896
534	0.1362985012
535	0.1361880753
536	0.1361596587
537	0.1360118959
538	0.135748989
539	0.1354793874
540	0.135179099
541	0.1348910426
542	0.134694993
543	0.1346478457
544	0.1343760719
545	0.1343360109
546	0.1341938032
547	0.1340397464
548	0.1338844344
549	0.1338250462
550	0.1336579384
551	0.1336060639
552	0.1334522118
553	0.1331023814
554	0.1328392073
555	0.1326163257
556	0.1324277008
557	0.1320145027
558	0.1318170643
559	0.1317142411
560	0.1314218848
561	0.1313327269
562	0.1310640066
563	0.130778434
564	0.1305990052
565	0.1305719418
566	0.1304200394
567	0.1304060002
568	0.1302837074
569	0.1301141514
570	0.1300296583
571	0.1299354259
572	0.1296939917
573	0.1294505632
574	0.1292743661
575	0.1291081574
576	0.1288710319
577	0.1286061931
578	0.1284049356
579	0.1282092955
580	0.1280946676
581	0.1279293492
582	0.1279054907
583	0.1277428875
584	0.1274254353
585	0.1271494506
586	0.1269733157
587	0.1267352911
588	0.1264907677
589	0.1262813911
590	0.1261370202
591	0.1259385936
592	0.1256837433
593	0.1254871061
594	0.1253743478
595	0.125265186
596	0.1250421798
597	0.1246121561
598	0.1242368469
599	0.123899925
600	0.1237099112
601	0.1235076833
602	0.1231398521
603	0.1229884394
604	0.1227567443
605	0.122500443
606	0.1223206047
607	0.1221472029
608	0.1220055828
609	0.1217829416
610	0.1215422284
611	0.1213570754
612	0.1212465159
613	0.121168308
614	0.1211565834
615	0.121006782
616	0.1208329796
617	0.1206051305
618	0.120459896
619	0.1202321359
620	0.1200248157
621	0.1197752446
622	0.1196103001
623	0.1194819002
624	0.1193668361
625	0.1192690873
626	0.1190906111
627	0.1188815728
628	0.1188457404
629	0.1186844638
630	0.1185954838
631	0.1183327104
632	0.1181531392
633	0.1179557364
634	0.1177476774
635	0.117561554
636	0.1173553467
637	0.1171704607
638	0.1168897756
639	0.1167827059
640	0.1166171115
641	0.116434371
642	0.1162196975
643	0.116056035
644	0.1158309812
645	0.1156180703
646	0.1154264363
647	0.1153161885
648	0.1150966542
649	0.114981786
650	0.114714312
651	0.1144173621
652	0.1142415744
653	0.114105919
654	0.1140303907
655	0.1137690505
656	0.113590966
657	0.1134433635
658	0.1131986353
659	0.112985404
660	0.1128653545
661	0.1127746742
662	0.1126345409
663	0.1123883883
664	0.1121822967
665	0.1120859366
666	0.1119416191
667	0.1117704518
668	0.1116162259
669	0.111394288
670	0.1112609383
671	0.1110771473
672	0.1108397369
673	0.1107955363
674	0.1106836949
675	0.1104935921
676	0.1102518729
677	0.1100586899
678	0.1098885019
679	0.1097820375
680	0.1096249984
681	0.1095162996
682	0.1092584937
683	0.1091014101
684	0.1089672325
685	0.1088484739
686	0.1085691508
687	0.1084152987
688	0.1082595149
689	0.1081186693
690	0.1080201281
691	0.1077763792
692	0.1076014907
693	0.1075260692
694	0.1073698402
695	0.1072588891
696	0.1070433609
697	0.1067783529
698	0.1066238955
699	0.1065287996
700	0.1064598502
701	0.1061766991
702	0.105976857
703	0.1059702425
704	0.1058592824
705	0.1057250069
706	0.1055939184
707	0.1054219053
708	0.1052808906
709	0.1051699662
710	0.105153283
711	0.1048309077
712	0.1046009576
713	0.104456373
714	0.1043070523
715	0.1041339086
716	0.1040162094
717	0.1038578349
718	0.1037309217
719	0.1036334667
720	0.1034885972
721	0.1033227625
722	0.1033184003
723	0.1032408422
724	0.1031066111
725	0.1029206213
726	0.1027971087
727	0.1025945247
728	0.1024244435
729	0.1023170266
730	0.1021981968
731	0.1019441834
732	0.1018324488
733	0.1017607485
734	0.1017270617
735	0.1014944497
736	0.1013199796
737	0.1011554179
738	0.1010093021
739	0.1008233924
740	0.1006367527
741	0.1004914203
742	0.1004094376
743	0.1002946228
744	0.1000628121
745	0.09988576918
746	0.09972694068
747	0.09963496953
748	0.09958729694
749	0.09945193528
750	0.0993165113
751	0.09911334862
752	0.09899734978
753	0.09886549568
754	0.09874757391
755	0.09851757926
756	0.0984138836
757	0.09840937896
758	0.09835062283
759	0.09804192168
760	0.09792459637
761	0.09781154423
762	0.09766013147
763	0.097532052
764	0.09732365469
765	0.09729424102
766	0.09718846218
767	0.09706442442
768	0.09696301668
769	0.096881132
770	0.0966039099
771	0.09644372822
772	0.09618154234
773	0.09603088628
774	0.09583746288
775	0.09557809908
776	0.09540181288
777	0.09529541977
778	0.09506194427
779	0.09496772971
780	0.09482499682
781	0.09471626237
782	0.09447015431
783	0.09431597288
784	0.09418172402
785	0.09392753254
786	0.09382632065
787	0.09369533009
788	0.0935984626
789	0.09340107761
790	0.09334322953
791	0.09322798739
792	0.09322382995
793	0.09312188806
794	0.09300520373
795	0.09286548877
796	0.09275931822
797	0.0926721811
798	0.09267024037
799	0.09252445395
800	0.09238644826
801	0.09221692792
802	0.09209934444
803	0.09199664584
804	0.09187343602
805	0.09187156651
806	0.09175485546
807	0.09164364613
808	0.09150879191
809	0.09137521074
810	0.09137188122
811	0.09129138533
812	0.0909412522
813	0.09075770161
814	0.09062323019
815	0.0905281877
816	0.09040958934
817	0.09038811665
818	0.09021984265
819	0.09003823279
820	0.08988560929
821	0.08976336983
822	0.08960496865
823	0.08950479835
824	0.089500997
825	0.0894824265
826	0.08933235801
827	0.0892176144
828	0.08912687179
829	0.0890289004
830	0.08885207115
831	0.08872631523
832	0.08857100319
833	0.08839955102
834	0.08824756849
835	0.08811307037
836	0.08790545647
837	0.08788681475
838	0.08777520481
839	0.08769315989
840	0.08754455139
841	0.08746825745
842	0.08730644662
843	0.08728317563
844	0.08714346068
845	0.08697470595
846	0.08686354113
847	0.08670404494
848	0.08660636733
849	0.08641532978
850	0.08622333967
851	0.0861342084
852	0.08595357781
853	0.0857892565
854	0.08559135517
855	0.08539781604
856	0.08526709255
857	0.08507724793
858	0.08494522469
859	0.08480521595
860	0.08462397999
861	0.08447107161
862	0.08442683537
863	0.0843304308
864	0.08426864784
865	0.0841464796
866	0.08414503741
867	0.0841362596
868	0.08404330918
869	0.08389088153
870	0.08374973328
871	0.08358765539
872	0.08353408938
873	0.08340227089
874	0.0832198242
875	0.0831007006
876	0.08298463054
877	0.0828825017
878	0.08280757873
879	0.08264541181
880	0.08250197563
881	0.08241130424
882	0.08229875064
883	0.08225905464
884	0.08211438102
885	0.08205999599
886	0.0819682207
887	0.08182385866
888	0.08163802905
889	0.08155871717
890	0.08148090091
891	0.08143143893
892	0.08123302126
893	0.08114259023
894	0.0810208048
895	0.08094410134
896	0.08083969348
897	0.08073884659
898	0.08060552359
899	0.0805141311
900	0.0804955606
901	0.08037648151
902	0.08022914606
903	0.08011969051
904	0.0799910769
905	0.07993595297
906	0.07983572925
907	0.07970744504
908	0.07959826546
909	0.0794971426
910	0.07939301962
911	0.07925318893
912	0.07911121275
913	0.07886773981
914	0.0787209296
915	0.07862854004
916	0.07841416028
917	0.07828175423
918	0.07821765664
919	0.07808443156
920	0.07802361897
921	0.0778926106
922	0.07772235136
923	0.07752168137
924	0.07751909076
925	0.07747538866
926	0.07736303091
927	0.07719643058
928	0.07713105993
929	0.07703906207
930	0.07692899225
931	0.07687182076
932	0.07675874192
933	0.07668310675
934	0.07659568475
935	0.07650450592
936	0.07645357504
937	0.07645105564
938	0.07644249149
939	0.07635733071
940	0.07625669749
941	0.0761390962
942	0.07603670029
943	0.07598669526
944	0.07583853189
945	0.07583724993
946	0.0758353092
947	0.07583331505
948	0.07581993468
949	0.07567293752
950	0.07561449298
951	0.07541994787
952	0.07530832012
953	0.07529400499
954	0.0752251802
955	0.07519965689
956	0.07506266608
957	0.0748481706
958	0.07476316116
959	0.07464005816
960	0.07451314047
961	0.07438026704
962	0.07425414167
963	0.0741335091
964	0.07399694116
965	0.07389531976
966	0.07381854063
967	0.07376145371
968	0.07363935224
969	0.07357707074
970	0.07344104584
971	0.07331117254
972	0.07322864243
973	0.07318510058
974	0.07317143087
975	0.07310184937
976	0.07292683177
977	0.07288455852
978	0.07278297273
979	0.07265050881
980	0.07255462504
981	0.0724840064
982	0.07240290069
983	0.07240067953
984	0.0722703522
985	0.07216622031
986	0.07216451549
987	0.07209459125
988	0.07199652637
989	0.07192418066
990	0.07183140384
991	0.07179310998
992	0.07165980033
993	0.07159189694
994	0.07145602784
995	0.07134391491
996	0.07119740739
997	0.07113505022
998	0.07102958742
999	0.07090156582
